User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
5247038532,no_username,15,3.5,52.5,Not Provided,Not Provided,No
8621188995,no_username,20,3.5,70.0,Not Provided,Not Provided,No
6055229812,turja_un,40,3.5,140.0,Not Provided,Not Provided,No
8660969435,no_username,16,3.5,56.0,Not Provided,Not Provided,No
6409773327,no_username,56,3.5,196.0,Not Provided,Not Provided,No
6530040846,al_meaj68,12,3.5,42.0,Not Provided,Not Provided,No
8061317420,no_username,18,3.5,63.0,Not Provided,Not Provided,No
