User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
8660969435,no_username,17,3.5,59.5,Not Provided,Not Provided,No
6409773327,no_username,28,3.5,98.0,Not Provided,Not Provided,No
