User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
8621188995,no_username,25,3.5,87.5,Not Provided,Not Provided,No
8083076750,no_username,6,3.5,21.0,Not Provided,Not Provided,No
6055229812,turja_un,60,3.5,210.0,Not Provided,Not Provided,No
