User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
5977477031,no_username,10,3.5,35.0,Not Provided,Not Provided,No
6055229812,turja_un,25,3.5,87.5,Not Provided,Not Provided,No
8660969435,no_username,26,3.5,91.0,Not Provided,Not Provided,No
8274064877,no_username,42,3.5,147.0,Not Provided,01842344207,No
6409773327,no_username,20,3.5,70.0,Not Provided,Not Provided,No
