User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6055229812,turja_un,33,3.5,115.5,Not Provided,Not Provided,No
6409773327,no_username,46,3.5,161.0,Not Provided,Not Provided,No
8274064877,no_username,24,3.5,84.0,Not Provided,01842344207,No
8569905168,no_username,9,3.5,31.5,01345800511,Not Provided,No
