User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
8083076750,no_username,5,3.5,17.5,Not Provided,Not Provided,No
5247038532,no_username,12,3.5,42.0,Not Provided,Not Provided,No
8621188995,no_username,6,3.5,21.0,Not Provided,Not Provided,No
6055229812,turja_un,46,3.5,161.0,Not Provided,Not Provided,No
8061317420,no_username,9,3.5,31.5,Not Provided,Not Provided,No
