User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6055229812,turja_un,0,0.0,0.0,Not Provided,Not Provided,No
8660969435,no_username,6,3.5,21.0,Not Provided,Not Provided,No
