User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
8660969435,no_username,7,3.5,24.5,Not Provided,Not Provided,No
6409773327,no_username,26,3.5,91.0,Not Provided,Not Provided,No
