User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6055229812,turja_un,13,3.5,45.5,Not Provided,Not Provided,No
6409773327,no_username,43,3.5,150.5,Not Provided,Not Provided,No
8274064877,no_username,40,3.5,140.0,Not Provided,01842344207,No
