User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6055229812,turja_un,41,3.5,143.5,Not Provided,Not Provided,No
8061317420,no_username,5,3.5,17.5,Not Provided,Not Provided,No
