User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
5247038532,no_username,5,3.5,17.5,Not Provided,Not Provided,No
6055229812,turja_un,33,3.5,115.5,Not Provided,Not Provided,No
8204911242,no_username,0,0.0,0.0,Not Provided,Not Provided,No
8660969435,no_username,14,3.5,49.0,Not Provided,Not Provided,No
6409773327,no_username,18,3.5,63.0,Not Provided,Not Provided,No
6530040846,al_meaj68,16,3.5,56.0,Not Provided,Not Provided,No
8061317420,no_username,14,3.5,49.0,Not Provided,Not Provided,No
7059276306,bot_maker_and_seller,0,0.0,0.0,Not Provided,Not Provided,No
