User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6055229812,turja_un,35,3.5,122.5,Not Provided,Not Provided,No
8621188995,no_username,13,3.5,45.5,Not Provided,Not Provided,No
8660969435,no_username,54,3.5,189.0,Not Provided,Not Provided,No
5247038532,no_username,0,0.0,0.0,Not Provided,Not Provided,No
6530040846,al_meaj68,7,3.5,24.5,Not Provided,Not Provided,No
6409773327,no_username,20,3.5,70.0,Not Provided,Not Provided,No
