User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6055229812,turja_un,24,3.5,84.0,Not Provided,Not Provided,No
6409773327,no_username,31,3.5,108.5,Not Provided,Not Provided,No
