User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
8621188995,no_username,6,3.5,21.0,Not Provided,Not Provided,No
6055229812,turja_un,16,3.5,56.0,Not Provided,Not Provided,No
5247038532,no_username,11,3.5,38.5,Not Provided,Not Provided,No
