User ID,Username,OK Count,Rate,Total Amount,Bkash,Rocket,Paid Status
6409773327,no_username,6,3.5,21.0,Not Provided,Not Provided,No
6055229812,turja_un,8,3.5,28.0,Not Provided,Not Provided,No
8274064877,no_username,20,3.5,70.0,Not Provided,01842344207,No
